instrumento,mercado,periodo,tipo_calificacion,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,monto,es_oficial
CCU,Bolsa de Santiago,2021-Q2,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,4707013,true
BONO BANCO CHILE 2028,Bolsa de Santiago,2024-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,1839407,true
ENEL AMERICAS,Bolsa de Santiago,2022-Q4,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,543277,true
BCU-2029,Bolsa de Santiago,2021-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,9310553,true
PARAUCO,Bolsa de Santiago,2023-Q1,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,977470,true
CENCOSUD,Bolsa de Santiago,2024-Q3,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3878322,true
BCU-2028,Bolsa de Santiago,2022-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3060156,true
FALABELLA,Bolsa de Santiago,2022-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3068686,true
SANTANDER AM RENTA FIJA,Bolsa Electrónica,2022-Q3,Ganancia Capital,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7868122,false
SANTANDER AM ACCIONES,Bolsa Electrónica,2022-Q3,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,8344162,false
BCP-2030,Bolsa de Santiago,2023-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,9707479,true
FONDO MUTUO AFP PROVIDA,Bolsa Electrónica,2022-Q4,Ganancia Capital,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,11822842,false
BCP-2027,Bolsa de Santiago,2022-Q4,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.025,0.025,8254201,true
LTM,Bolsa de Santiago,2024-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4966975,true
BCI AM DEUDA,Bolsa Electrónica,2024-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9557864,false
BCP-2027,Bolsa de Santiago,2024-Q4,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,2048096,true
SANTANDER AM ACCIONES,Bolsa Electrónica,2021-Q3,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,10719228,false
BONO BCI 2029,Bolsa de Santiago,2021-Q3,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,7039927,true
SANTANDER AM RENTA FIJA,Bolsa Electrónica,2023-Q3,Mixto,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2968918,true
BONO ESVAL 2027,Bolsa de Santiago,2022-Q2,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.033,0.033,0.033,3449988,true
BTU-2024,Bolsa de Santiago,2024-Q1,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,8041381,true
BCU-2024,Bolsa de Santiago,2022-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,5544975,true
BCU-2026,Bolsa de Santiago,2023-Q2,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,4361395,true
BANCHILE RENTA FIJA,Bolsa Electrónica,2023-Q1,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7290156,false
BONO ESVAL 2027,Bolsa de Santiago,2022-Q1,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,5025256,true
BCU-2024,Bolsa de Santiago,2022-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9434692,true
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2022-Q4,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,3777147,true
BCP-2028,Bolsa de Santiago,2022-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,8339383,true
BONO CMPC 2026,Bolsa de Santiago,2022-Q1,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,6130374,true
BONO SQM 2028,Bolsa de Santiago,2022-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7079436,true
BCP-2029,Bolsa de Santiago,2022-Q1,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,5864497,true
FONDO MUTUO AFP HABITAT,Bolsa Electrónica,2021-Q3,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,3926982,true
FONDO MUTUO AFP CAPITAL,Bolsa Electrónica,2023-Q1,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,5349507,true
BCI AM DEUDA,Bolsa Electrónica,2024-Q4,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2062639,false
SANTANDER AM RENTA FIJA,Bolsa Electrónica,2024-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9848228,true
BONO COPEC 2029,Bolsa de Santiago,2023-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7112337,true
BONO ENEX 2027,Bolsa de Santiago,2022-Q4,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,2982966,true
BESALCO,Bolsa de Santiago,2024-Q3,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,2206457,true
BONO CENCOSUD 2030,Bolsa de Santiago,2021-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2804868,true
CAP,Bolsa de Santiago,2021-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2149418,true
FONDO MUTUO AFP CUPRUM,Bolsa Electrónica,2021-Q3,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,9502722,true
PRINCIPAL ACCIONES,Bolsa Electrónica,2021-Q2,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,4944184,false
SANTANDER AM RENTA FIJA,Bolsa Electrónica,2023-Q1,Mixto,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,8878323,true
BONO ENDESA 2029,Bolsa de Santiago,2024-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4520113,true
SALFACORP,Bolsa de Santiago,2022-Q3,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,3702461,true
SECURITY AM BONOS,Bolsa Electrónica,2021-Q1,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,8405456,true
BANCO SANTANDER,Bolsa de Santiago,2022-Q1,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3273949,true
FONDO MUTUO AFP PROVIDA,Bolsa Electrónica,2024-Q3,Mixto,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,8410001,false
BCP-2029,Bolsa de Santiago,2024-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9591725,true
FONDO MUTUO AFP CAPITAL,Bolsa Electrónica,2023-Q4,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,8356178,true
BCU-2024,Bolsa de Santiago,2023-Q2,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,2389834,true
BCP-2032,Bolsa de Santiago,2022-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,8026875,true
BCP-2030,Bolsa de Santiago,2022-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6308925,true
BCI AM BALANCEADO,Bolsa Electrónica,2022-Q1,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2573571,false
ENJOY,Bolsa de Santiago,2024-Q2,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,895023,true
BONO CENCOSUD 2030,Bolsa de Santiago,2021-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,5773468,true
ENTEL,Bolsa de Santiago,2024-Q3,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,2265275,true
BONO FALABELLA 2028,Bolsa de Santiago,2021-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,1867797,true
LTM,Bolsa de Santiago,2021-Q1,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,1916453,true
BANCHILE RENTA FIJA,Bolsa Electrónica,2021-Q1,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,2568452,true
BONO CMPC 2026,Bolsa de Santiago,2024-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3553757,true
FONDO MUTUO AFP HABITAT,Bolsa Electrónica,2021-Q2,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,10930561,true
BONO ENEX 2027,Bolsa de Santiago,2022-Q1,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,4644402,true
LARRAIN VIAL ESTRATEGIA,Bolsa Electrónica,2021-Q3,Ganancia Capital,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,9483015,true
BONO ESVAL 2027,Bolsa de Santiago,2021-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7281662,true
CCU,Bolsa de Santiago,2023-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4775763,true
PRINCIPAL ACCIONES,Bolsa Electrónica,2021-Q1,Mixto,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,9999410,false
BONO SQM 2028,Bolsa de Santiago,2021-Q4,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,1415930,true
PRINCIPAL BONOS,Bolsa Electrónica,2021-Q4,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.025,0.025,6045799,true
SONDA,Bolsa de Santiago,2022-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,1810125,true
ENTEL,Bolsa de Santiago,2022-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2174936,true
BONO ENTEL 2027,Bolsa de Santiago,2021-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3404901,true
BONO ESVAL 2027,Bolsa de Santiago,2023-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4789828,true
BCP-2026,Bolsa de Santiago,2024-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6760544,true
BONO ENDESA 2029,Bolsa de Santiago,2022-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7962890,true
BTU-2025,Bolsa de Santiago,2022-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3918382,true
SECURITY AM BONOS,Bolsa Electrónica,2021-Q2,Mixto,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,4969938,true
SANTANDER AM ACCIONES,Bolsa Electrónica,2022-Q4,Mixto,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3303720,true
BONO BCI 2029,Bolsa de Santiago,2022-Q4,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,3155903,true
MASISA,Bolsa de Santiago,2023-Q4,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,3460293,true
BONO COLBUN 2028,Bolsa de Santiago,2024-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,1153432,true
BONO BANCO CHILE 2028,Bolsa de Santiago,2024-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,5137209,true
LTM,Bolsa de Santiago,2021-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4941559,true
FONDO MUTUO AFP CAPITAL,Bolsa Electrónica,2021-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,10852819,false
SANTANDER AM ACCIONES,Bolsa Electrónica,2021-Q4,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2086714,true
BONO CENCOSUD 2030,Bolsa de Santiago,2022-Q4,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.075,0.075,3028366,true
BANCHILE ACCIONES,Bolsa Electrónica,2024-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,10457459,false
BCU-2028,Bolsa de Santiago,2022-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2961892,true
FONDO MUTUO AFP CUPRUM,Bolsa Electrónica,2024-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9033913,false
SANTANDER AM ACCIONES,Bolsa Electrónica,2023-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,10530622,true
SONDA,Bolsa de Santiago,2022-Q2,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,1624908,true
BONO ESVAL 2027,Bolsa de Santiago,2024-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6888407,true
BCP-2027,Bolsa de Santiago,2021-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,5437187,true
BONO SANTANDER 2027,Bolsa de Santiago,2023-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3797804,true
FONDO MUTUO AFP PLANVITAL,Bolsa Electrónica,2022-Q2,Mixto,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4203630,false
BCU-2028,Bolsa de Santiago,2023-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3395310,true
BESALCO,Bolsa de Santiago,2023-Q1,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,805145,true
PRINCIPAL BONOS,Bolsa Electrónica,2024-Q1,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,5868528,true
FONDO MUTUO AFP CUPRUM,Bolsa Electrónica,2024-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9289633,false
BONO CENCOSUD 2030,Bolsa de Santiago,2022-Q3,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,7592198,true
MASISA,Bolsa de Santiago,2023-Q1,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.025,0.025,1739245,true
SM-CHILE B,Bolsa de Santiago,2023-Q2,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2020128,true
FONDO MUTUO AFP CAPITAL,Bolsa Electrónica,2021-Q4,Mixto,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,7159492,false
BONO COLBUN 2028,Bolsa de Santiago,2023-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3631904,true
BONO BANCO CHILE 2028,Bolsa de Santiago,2023-Q1,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,2153732,true
SANTANDER AM RENTA FIJA,Bolsa Electrónica,2024-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,11927664,false
BCP-2030,Bolsa de Santiago,2021-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,5151001,true
CCU,Bolsa de Santiago,2023-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3149702,true
BCU-2024,Bolsa de Santiago,2024-Q4,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,8847274,true
LTM,Bolsa de Santiago,2022-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2908903,true
SECURITY AM ACCIONES,Bolsa Electrónica,2022-Q3,Ganancia Capital,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,5115542,false
PRINCIPAL BONOS,Bolsa Electrónica,2024-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9304766,false
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2023-Q3,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,6273742,true
IANSA,Bolsa de Santiago,2021-Q4,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,1045078,true
BESALCO,Bolsa de Santiago,2023-Q3,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2669852,true
BCU-2029,Bolsa de Santiago,2022-Q3,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,5043393,true
BONO BCI 2029,Bolsa de Santiago,2023-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,1724026,true
CCU,Bolsa de Santiago,2024-Q2,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3747096,true
BCP-2025,Bolsa de Santiago,2024-Q4,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,2112169,true
BONO CMPC 2026,Bolsa de Santiago,2024-Q1,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.025,0.025,1078933,true
SANTANDER AM RENTA FIJA,Bolsa Electrónica,2023-Q2,Mixto,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6356471,true
BONO SANTANDER 2027,Bolsa de Santiago,2024-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,1395157,true
BCP-2026,Bolsa de Santiago,2023-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,9886145,true
BTU-2024,Bolsa de Santiago,2021-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7713658,true
BCP-2026,Bolsa de Santiago,2021-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4253815,true
SM-CHILE B,Bolsa de Santiago,2024-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,789170,true
BONO SANTANDER 2027,Bolsa de Santiago,2021-Q1,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,3813677,true
BANCO BCI,Bolsa de Santiago,2022-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4911950,true
LARRAIN VIAL ESTRATEGIA,Bolsa Electrónica,2023-Q2,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,5767963,false
SQM-A,Bolsa de Santiago,2021-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,1468989,true
BTU-2024,Bolsa de Santiago,2022-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4323937,true
BONO SQM 2028,Bolsa de Santiago,2024-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7472798,true
FONDO MUTUO AFP CUPRUM,Bolsa Electrónica,2022-Q1,Ganancia Capital,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4367498,false
MALLPLAZA,Bolsa de Santiago,2023-Q1,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3516414,true
BONO ENEX 2027,Bolsa de Santiago,2022-Q1,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,1278556,true
BCU-2026,Bolsa de Santiago,2023-Q2,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,3561689,true
BCU-2028,Bolsa de Santiago,2023-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4565503,true
VAPORES,Bolsa de Santiago,2024-Q1,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4894298,true
COPEC,Bolsa de Santiago,2024-Q3,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,4385652,true
BONO CENCOSUD 2030,Bolsa de Santiago,2024-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,5019122,true
SECURITY AM BONOS,Bolsa Electrónica,2023-Q4,Mixto,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,11304954,true
SANTANDER AM ACCIONES,Bolsa Electrónica,2021-Q3,Ganancia Capital,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.075,0.075,10223364,false
PRINCIPAL ACCIONES,Bolsa Electrónica,2021-Q2,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,11967467,true
FONDO MUTUO AFP CUPRUM,Bolsa Electrónica,2023-Q1,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,7832730,true
BONO COPEC 2029,Bolsa de Santiago,2023-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,5269944,true
BONO ENEX 2027,Bolsa de Santiago,2022-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3383829,true
BTU-2024,Bolsa de Santiago,2023-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3692188,true
BANCO BCI,Bolsa de Santiago,2023-Q4,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,1162143,true
FONDO MUTUO AFP HABITAT,Bolsa Electrónica,2022-Q1,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2994274,false
BCU-2026,Bolsa de Santiago,2023-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4724039,true
BCP-2029,Bolsa de Santiago,2023-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,8293777,true
BONO CMPC 2026,Bolsa de Santiago,2023-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6972184,true
BONO ENEX 2027,Bolsa de Santiago,2021-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,1226740,true
SQM-B,Bolsa de Santiago,2021-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4679504,true
BTU-2024,Bolsa de Santiago,2024-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,8039404,true
BCU-2028,Bolsa de Santiago,2024-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6200129,true
BCU-2024,Bolsa de Santiago,2023-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4856538,true
